name	system	score	length	NonEffector.prob	T1SE.prob	T2SE.prob	T3SE.prob	T4SE.prob	T6SE.prob	assembly	replicon	protein_id	location	annotation	locus_tag	gene
CP001769.1_prot_0212	VI	0.8538	484	0.0926	0.005	0.0165	0.0044	0.0276	0.8538	GCA_000024525	CP001769.1	ADB36286.1	complement(293414..294868)	protein of unknown function DUF306 Meta and HslJ	Slin_0221	
CP001769.1_prot_0550	VI	0.4983	62	0.0885	0.0474	0.0006	0.1848	0.1803	0.4983	GCA_000024525	CP001769.1	ADB36624.1	complement(691145..691333)	hypothetical protein	Slin_0560	
CP001769.1_prot_0579	VI	0.8365	1921	0.0011	0.0231	0.0053	0.0507	0.0834	0.8365	GCA_000024525	CP001769.1	ADB36653.1	723328..729093	conserved hypothetical protein	Slin_0589	
CP001769.1_prot_0583	VI	0.5796	779	0.0053	0.3353	0.0034	0.0219	0.0546	0.5796	GCA_000024525	CP001769.1	ADB36657.1	731864..734203	hypothetical protein	Slin_0593	
CP001769.1_prot_0664	VI	0.8137	406	0.0153	0.0915	0.0172	0.0579	0.0042	0.8137	GCA_000024525	CP001769.1	ADB36738.1	complement(841307..842527)	hypothetical protein	Slin_0675	
CP001769.1_prot_0669	VI	0.6636	152	0.0057	0.3048	0.0095	0.0143	0.0021	0.6636	GCA_000024525	CP001769.1	ADB36743.1	complement(845413..845871)	hypothetical protein	Slin_0680	
CP001769.1_prot_0670	VI	0.4613	101	0.0016	0.1573	0.0041	0.3721	0.0037	0.4613	GCA_000024525	CP001769.1	ADB36744.1	complement(845909..846214)	hypothetical protein	Slin_0681	
CP001769.1_prot_0672	VI	0.5433	231	0.2866	0.0806	0.01	0.0056	0.0739	0.5433	GCA_000024525	CP001769.1	ADB36746.1	complement(846820..847515)	hypothetical protein	Slin_0683	
CP001769.1_prot_0758	I	0.85	87	0.0055	0.85	0.0023	0.0323	0.0791	0.0308	GCA_000024525	CP001769.1	ADB36832.1	935024..935287	cell-surface adhesin	Slin_0769	
CP001769.1_prot_0765	VI	0.7485	32	0.1793	0.0359	0.0002	0.001	0.035	0.7485	GCA_000024525	CP001769.1	ADB36839.1	941678..941776	hypothetical protein	Slin_0776	
CP001769.1_prot_0798	VI	0.6415	112	0.0301	0.0184	0.0034	0.2977	0.009	0.6415	GCA_000024525	CP001769.1	ADB36872.1	complement(983631..983969)	conserved hypothetical protein	Slin_0809	
CP001769.1_prot_0878	I	0.9738	57	0.0035	0.9738	0.0059	0.0093	0.0073	0.0002	GCA_000024525	CP001769.1	ADB36952.1	complement(1073913..1074086)	hypothetical protein	Slin_0898	
CP001769.1_prot_0879	I	0.9844	62	0.0014	0.9844	0.003	0.0095	0.0015	0.0002	GCA_000024525	CP001769.1	ADB36953.1	complement(1074202..1074390)	hypothetical protein	Slin_0899	
CP001769.1_prot_0886	VI	0.9832	192	0.0006	0.0067	0.0029	0.0054	0.0013	0.9832	GCA_000024525	CP001769.1	ADB36960.1	complement(1082971..1083549)	hypothetical protein	Slin_0906	
CP001769.1_prot_1124	I	0.9769	35	0.0032	0.9769	0.0078	0.011	0.0009	0.0003	GCA_000024525	CP001769.1	ADB37198.1	complement(1400081..1400188)	hypothetical protein	Slin_1147	
CP001769.1_prot_1249	VI	0.9309	123	0.0308	0.0269	0.0007	0.0068	0.0039	0.9309	GCA_000024525	CP001769.1	ADB37323.1	1559549..1559920	hypothetical protein	Slin_1273	
CP001769.1_prot_1490	VI	0.5807	312	0.2252	0.0324	0.0139	0.0836	0.0642	0.5807	GCA_000024525	CP001769.1	ADB37564.1	1828426..1829364	hypothetical protein	Slin_1514	
CP001769.1_prot_1735	I	0.3233	1079	0.0879	0.3233	0.1852	0.1936	0.1971	0.0128	GCA_000024525	CP001769.1	ADB37809.1	complement(2124493..2127732)	hypothetical protein	Slin_1764	
CP001769.1_prot_1744	I	0.397	316	0.0881	0.397	0.2998	0.089	0.0962	0.03	GCA_000024525	CP001769.1	ADB37818.1	complement(2143362..2144312)	von Willebrand factor type A	Slin_1773	
CP001769.1_prot_1822	VI	0.4085	61	0.15	0.1709	0.0074	0.0382	0.2249	0.4085	GCA_000024525	CP001769.1	ADB37896.1	complement(2235237..2235422)	CsbD family protein	Slin_1851	
CP001769.1_prot_1824	VI	0.5555	149	0.3105	0.0042	0.0011	0.0039	0.1248	0.5555	GCA_000024525	CP001769.1	ADB37898.1	complement(2236665..2237114)	Protein of unknown function DUF2147	Slin_1853	
CP001769.1_prot_1848	I	0.6812	441	0.0373	0.6812	0.2105	0.0024	0.062	0.0067	GCA_000024525	CP001769.1	ADB37922.1	2267066..2268391	Curlin associated repeat protein	Slin_1877	
CP001769.1_prot_1936	VI	0.5414	287	0.1016	0.0008	0.0023	0.0068	0.3471	0.5414	GCA_000024525	CP001769.1	ADB38010.1	2376740..2377603	hypothetical protein	Slin_1965	
CP001769.1_prot_1950	VI	0.9602	62	0.0007	0.0121	0.0004	0.0015	0.0251	0.9602	GCA_000024525	CP001769.1	ADB38024.1	complement(2390230..2390418)	hypothetical protein	Slin_1979	
CP001769.1_prot_2000	I	0.3189	249	0.0406	0.3189	0.2468	0.0731	0.2953	0.0253	GCA_000024525	CP001769.1	ADB38074.1	2449567..2450316	hypothetical protein	Slin_2029	
CP001769.1_prot_2052	VI	0.9798	724	0.011	0.0012	0.0001	0.0009	0.007	0.9798	GCA_000024525	CP001769.1	ADB38126.1	complement(2516823..2518997)	DNA/RNA non-specific endonuclease	Slin_2087	
CP001769.1_prot_2081	VI	0.5506	1837	0.134	0.0941	0.0579	0.0093	0.1542	0.5506	GCA_000024525	CP001769.1	ADB38155.1	complement(2564259..2569772)	YD repeat protein	Slin_2121	
CP001769.1_prot_2086	VI	0.3493	405	0.1032	0.0598	0.2078	0.0027	0.2772	0.3493	GCA_000024525	CP001769.1	ADB38160.1	complement(2581952..2583169)	peptidase C10 streptopain	Slin_2129	
CP001769.1_prot_2117	I	0.4167	127	0.0581	0.4167	0.0973	0.0356	0.0011	0.3912	GCA_000024525	CP001769.1	ADB38191.1	2623639..2624022	conserved hypothetical protein	Slin_2163	
CP001769.1_prot_2159	VI	0.9128	505	0.0006	0.0761	0.0011	0.0081	0.0014	0.9128	GCA_000024525	CP001769.1	ADB38233.1	complement(2680492..2682009)	hypothetical protein	Slin_2211	
CP001769.1_prot_2274	VI	0.8844	189	0.0525	0.0054	0.0009	0.0242	0.0326	0.8844	GCA_000024525	CP001769.1	ADB38348.1	2811369..2811938	conserved hypothetical protein	Slin_2327	
CP001769.1_prot_2431	I	0.7766	108	0.0082	0.7766	0.0278	0.1233	0.0157	0.0486	GCA_000024525	CP001769.1	ADB38505.1	3008838..3009164	von Willebrand factor, type A	Slin_2486	
CP001769.1_prot_2580	VI	0.5244	110	0.0369	0.0819	0.0022	0.0246	0.33	0.5244	GCA_000024525	CP001769.1	ADB38654.1	3196006..3196338	hypothetical protein	Slin_2638	
CP001769.1_prot_2622	I	0.4535	1206	0.0853	0.4535	0.3966	0.0183	0.0141	0.0322	GCA_000024525	CP001769.1	ADB38696.1	3242301..3245921	Glycosyl hydrolase family 98 putative carbohydrate binding module	Slin_2680	
CP001769.1_prot_2631	I	0.451	339	0.3999	0.451	0.0816	0.0112	0.0147	0.0417	GCA_000024525	CP001769.1	ADB38705.1	complement(3255929..3256948)	WD40 domain protein beta Propeller	Slin_2689	
CP001769.1_prot_2755	I	0.4058	1224	0.1883	0.4058	0.0248	0.0133	0.3266	0.0413	GCA_000024525	CP001769.1	ADB38829.1	complement(3401580..3405254)	hypothetical protein	Slin_2814	
CP001769.1_prot_2904	I	0.3633	531	0.0514	0.3633	0.3012	0.0273	0.202	0.0548	GCA_000024525	CP001769.1	ADB38978.1	complement(3582006..3583601)	PKD domain containing protein	Slin_2966	
CP001769.1_prot_3182	VI	0.7894	166	0.0131	0.0387	0.0045	0.1316	0.0227	0.7894	GCA_000024525	CP001769.1	ADB39256.1	complement(3928480..3928980)	hypothetical protein	Slin_3245	
CP001769.1_prot_3299	I	0.7093	241	0.0068	0.7093	0.224	0.0012	0.0527	0.006	GCA_000024525	CP001769.1	ADB39373.1	complement(4068013..4068738)	Curlin associated repeat protein	Slin_3364	
CP001769.1_prot_3311	VI	0.883	115	0.0127	0.0066	0.0003	0.0228	0.0746	0.883	GCA_000024525	CP001769.1	ADB39385.1	complement(4078799..4079146)	Protein of unknown function DUF2147	Slin_3377	
CP001769.1_prot_3341	VI	0.6606	321	0.0193	0.0022	0.0013	0.2563	0.0603	0.6606	GCA_000024525	CP001769.1	ADB39415.1	complement(4122693..4123658)	hypothetical protein	Slin_3407	
CP001769.1_prot_3478	VI	0.4381	80	0.098	0.0374	0.0055	0.4171	0.0039	0.4381	GCA_000024525	CP001769.1	ADB39552.1	complement(4277323..4277565)	hypothetical protein	Slin_3545	
CP001769.1_prot_3511	VI	0.47	417	0.4619	0.01	0.0087	0.0191	0.0303	0.47	GCA_000024525	CP001769.1	ADB39585.1	complement(4317474..4318727)	phosphatidylserine decarboxylase-related protein	Slin_3578	
CP001769.1_prot_3519	I	0.4371	3324	0.0652	0.4371	0.1049	0.0118	0.3552	0.0259	GCA_000024525	CP001769.1	ADB39593.1	complement(4331603..4341577)	conserved repeat domain protein	Slin_3586	
CP001769.1_prot_3530	VI	0.5273	221	0.426	0.007	0.0042	0.0108	0.0248	0.5273	GCA_000024525	CP001769.1	ADB39604.1	4355692..4356357	Peptidase M23	Slin_3597	
CP001769.1_prot_3536	I	0.4704	80	0.064	0.4704	0.0038	0.0395	0.2394	0.1829	GCA_000024525	CP001769.1	ADB39610.1	4359701..4359943	hypothetical protein	Slin_3603	
CP001769.1_prot_3543	VI	0.8985	155	0.0803	0.011	0.0029	0.0022	0.005	0.8985	GCA_000024525	CP001769.1	ADB39617.1	4365280..4365747	Peptidoglycan-binding domain 1 protein	Slin_3610	
CP001769.1_prot_3544	VI	0.99	106	0.0014	0.0067	0.0003	0.0011	0.0004	0.99	GCA_000024525	CP001769.1	ADB39618.1	4365784..4366104	hypothetical protein	Slin_3611	
CP001769.1_prot_3550	I	0.2548	180	0.204	0.2548	0.2108	0.0024	0.1427	0.1852	GCA_000024525	CP001769.1	ADB39624.1	4372691..4373233	hypothetical protein	Slin_3617	
CP001769.1_prot_3636	I	0.6655	299	0.0019	0.6655	0.0056	0.031	0.0793	0.2167	GCA_000024525	CP001769.1	ADB39710.1	complement(4468701..4469600)	hypothetical protein	Slin_3708	
CP001769.1_prot_4022	VI	0.9954	576	0.0002	0.0024	0.0001	0.0017	0.0002	0.9954	GCA_000024525	CP001769.1	ADB40096.1	4947115..4948845	Rhs element Vgr protein	Slin_4109	
CP001769.1_prot_4024	VI	0.8878	989	0.019	0.0102	0.0009	0.0747	0.0074	0.8878	GCA_000024525	CP001769.1	ADB40098.1	4950224..4953193	Rhs family protein-like protein	Slin_4111	
CP001769.1_prot_4027	VI	0.8113	96	0.1036	0.0734	0.0049	0.0064	0.0004	0.8113	GCA_000024525	CP001769.1	ADB40101.1	complement(4955178..4955468)	PAAR repeat-containing protein	Slin_4114	
CP001769.1_prot_4031	VI	0.9991	132	0.0002	0.0002	0.0	0.0004	0.0001	0.9991	GCA_000024525	CP001769.1	ADB40105.1	4964834..4965232	hypothetical protein	Slin_4118	
CP001769.1_prot_4032	VI	0.999	138	0.0001	0.0003	0.0	0.0006	0.0	0.999	GCA_000024525	CP001769.1	ADB40106.1	4965261..4965677	hypothetical protein	Slin_4119	
CP001769.1_prot_4047	VI	0.5902	79	0.1178	0.0325	0.0012	0.0368	0.2215	0.5902	GCA_000024525	CP001769.1	ADB40121.1	4983054..4983293	hypothetical protein	Slin_4134	
CP001769.1_prot_4069	I	0.3929	100	0.0065	0.3929	0.0019	0.2686	0.1486	0.1815	GCA_000024525	CP001769.1	ADB40143.1	5006016..5006318	hypothetical protein	Slin_4156	
CP001769.1_prot_4096	VI	0.4486	160	0.0308	0.3725	0.0331	0.0817	0.0333	0.4486	GCA_000024525	CP001769.1	ADB40170.1	complement(5043347..5043829)	hypothetical protein	Slin_4184	
CP001769.1_prot_4138	VI	0.9375	152	0.0012	0.052	0.0013	0.0029	0.005	0.9375	GCA_000024525	CP001769.1	ADB40212.1	complement(5095404..5095862)	hypothetical protein	Slin_4227	
CP001769.1_prot_4168	VI	0.9322	439	0.0002	0.0476	0.0005	0.0191	0.0003	0.9322	GCA_000024525	CP001769.1	ADB40242.1	complement(5139430..5140749)	conserved hypothetical protein	Slin_4258	
CP001769.1_prot_4201	VI	0.9955	330	0.001	0.0031	0.0001	0.0	0.0003	0.9955	GCA_000024525	CP001769.1	ADB40275.1	5190717..5191709	hypothetical protein	Slin_4293	
CP001769.1_prot_4203	VI	0.9678	267	0.0084	0.0066	0.0001	0.0001	0.0169	0.9678	GCA_000024525	CP001769.1	ADB40277.1	5192237..5193040	hypothetical protein	Slin_4295	
CP001769.1_prot_4205	VI	0.9925	256	0.0026	0.0025	0.0001	0.0	0.0024	0.9925	GCA_000024525	CP001769.1	ADB40279.1	5193418..5194188	hypothetical protein	Slin_4297	
CP001769.1_prot_4207	VI	0.9788	510	0.0017	0.0043	0.0002	0.0081	0.0069	0.9788	GCA_000024525	CP001769.1	ADB40281.1	5194753..5196285	hypothetical protein	Slin_4299	
CP001769.1_prot_4209	I	0.3034	1799	0.0986	0.3034	0.0822	0.1362	0.079	0.3005	GCA_000024525	CP001769.1	ADB40283.1	5196848..5202247	Fibronectin type III domain protein	Slin_4301	
CP001769.1_prot_4212	VI	0.9748	1283	0.0003	0.0101	0.0002	0.0129	0.0017	0.9748	GCA_000024525	CP001769.1	ADB40286.1	5204711..5208562	hypothetical protein	Slin_4304	
CP001769.1_prot_4214	VI	0.9908	438	0.0007	0.005	0.0002	0.0001	0.0033	0.9908	GCA_000024525	CP001769.1	ADB40288.1	5209574..5210890	hypothetical protein	Slin_4306	
CP001769.1_prot_4278	I	0.4984	561	0.0283	0.4984	0.4088	0.0274	0.0184	0.0188	GCA_000024525	CP001769.1	ADB40352.1	5301145..5302830	cell surface receptor IPT/TIG domain protein	Slin_4371	
CP001769.1_prot_4312	VI	0.5074	334	0.4117	0.0467	0.0281	0.0041	0.002	0.5074	GCA_000024525	CP001769.1	ADB40386.1	complement(5339585..5340589)	protein of unknown function DUF323	Slin_4405	
CP001769.1_prot_4337	I	0.3358	295	0.2262	0.3358	0.195	0.0252	0.1453	0.0725	GCA_000024525	CP001769.1	ADB40411.1	complement(5368549..5369436)	peptidylprolyl isomerase FKBP-type	Slin_4430	
CP001769.1_prot_4373	VI	0.6879	146	0.0504	0.0256	0.0004	0.1892	0.0465	0.6879	GCA_000024525	CP001769.1	ADB40447.1	complement(5408860..5409300)	hypothetical protein	Slin_4467	
CP001769.1_prot_4554	VI	0.2915	333	0.0045	0.1736	0.0016	0.2475	0.2813	0.2915	GCA_000024525	CP001769.1	ADB40628.1	5662107..5663108	hypothetical protein	Slin_4650	
CP001769.1_prot_4581	I	0.8028	392	0.013	0.8028	0.1353	0.0005	0.0452	0.0031	GCA_000024525	CP001769.1	ADB40655.1	5698046..5699224	Curlin associated repeat protein	Slin_4677	
CP001769.1_prot_4610	I	0.992	52	0.0003	0.992	0.003	0.0034	0.0011	0.0001	GCA_000024525	CP001769.1	ADB40684.1	complement(5730495..5730653)	hypothetical protein	Slin_4706	
CP001769.1_prot_4611	I	0.992	52	0.0003	0.992	0.003	0.0034	0.0011	0.0001	GCA_000024525	CP001769.1	ADB40685.1	complement(5730721..5730879)	hypothetical protein	Slin_4707	
CP001769.1_prot_4612	I	0.9753	57	0.0051	0.9753	0.0096	0.004	0.0057	0.0003	GCA_000024525	CP001769.1	ADB40686.1	complement(5731127..5731300)	hypothetical protein	Slin_4708	
CP001769.1_prot_4628	I	0.5807	470	0.015	0.5807	0.3488	0.0036	0.0488	0.0032	GCA_000024525	CP001769.1	ADB40702.1	5755437..5756849	hypothetical protein	Slin_4724	
CP001769.1_prot_4630	I	0.6753	415	0.0043	0.6753	0.2733	0.0022	0.0414	0.0034	GCA_000024525	CP001769.1	ADB40704.1	5757592..5758839	Curlin associated repeat protein	Slin_4726	
CP001769.1_prot_4631	I	0.5595	164	0.069	0.5595	0.2161	0.0098	0.1294	0.0163	GCA_000024525	CP001769.1	ADB40705.1	5758959..5759453	hypothetical protein	Slin_4727	
CP001769.1_prot_4633	VI	0.3645	134	0.2475	0.0858	0.0817	0.2098	0.0107	0.3645	GCA_000024525	CP001769.1	ADB40707.1	5760034..5760438	Curli production assembly/transport component CsgF	Slin_4729	
CP001769.1_prot_4709	VI	0.7135	32	0.0493	0.0738	0.0056	0.0773	0.0806	0.7135	GCA_000024525	CP001769.1	ADB40783.1	complement(5861103..5861201)	hypothetical protein	Slin_4805	
CP001769.1_prot_4744	VI	0.447	142	0.2365	0.1079	0.0035	0.042	0.1631	0.447	GCA_000024525	CP001769.1	ADB40818.1	complement(5891295..5891723)	conserved hypothetical protein	Slin_4840	
CP001769.1_prot_4761	VI	0.782	167	0.1644	0.0398	0.0029	0.0082	0.0027	0.782	GCA_000024525	CP001769.1	ADB40835.1	complement(5915026..5915529)	conserved hypothetical protein	Slin_4857	
CP001769.1_prot_4828	I	0.8331	513	0.1323	0.8331	0.0076	0.0021	0.0052	0.0196	GCA_000024525	CP001769.1	ADB40902.1	complement(5996148..5997689)	hypothetical protein	Slin_4924	
CP001769.1_prot_4830	I	0.7544	541	0.0049	0.7544	0.0842	0.0986	0.0167	0.0413	GCA_000024525	CP001769.1	ADB40904.1	6000095..6001720	hypothetical protein	Slin_4926	
CP001769.1_prot_4898	VI	0.4861	94	0.4592	0.0011	0.0003	0.0008	0.0526	0.4861	GCA_000024525	CP001769.1	ADB40972.1	complement(6083274..6083558)	conserved hypothetical protein	Slin_4994	
CP001769.1_prot_4986	VI	0.3591	749	0.1616	0.2826	0.1668	0.0262	0.0036	0.3591	GCA_000024525	CP001769.1	ADB41060.1	6220224..6222473	catalase/peroxidase HPI	Slin_5085	
CP001769.1_prot_5128	I	0.4673	1222	0.1482	0.4673	0.105	0.0074	0.2298	0.0424	GCA_000024525	CP001769.1	ADB41202.1	complement(6382546..6386214)	PKD domain containing protein	Slin_5230	
CP001769.1_prot_5170	VI	0.9463	124	0.0003	0.0482	0.0003	0.0045	0.0005	0.9463	GCA_000024525	CP001769.1	ADB41244.1	complement(6431918..6432292)	hypothetical protein	Slin_5274	
CP001769.1_prot_5173	VI	0.9915	212	0.0033	0.0035	0.0004	0.0001	0.0013	0.9915	GCA_000024525	CP001769.1	ADB41247.1	complement(6434467..6435105)	Peptidase M23	Slin_5277	
CP001769.1_prot_5213	I	0.4967	585	0.3086	0.4967	0.0774	0.0021	0.1048	0.0104	GCA_000024525	CP001769.1	ADB41287.1	6482198..6483955	hypothetical protein	Slin_5318	
CP001769.1_prot_5331	I	0.4937	561	0.1068	0.4937	0.3243	0.0121	0.0281	0.035	GCA_000024525	CP001769.1	ADB41405.1	complement(6609280..6610965)	cell surface receptor IPT/TIG domain protein	Slin_5438	
CP001769.1_prot_5601	VI	0.6119	260	0.1345	0.0015	0.0005	0.127	0.1245	0.6119	GCA_000024525	CP001769.1	ADB41675.1	6947065..6947847	hypothetical protein	Slin_5710	
CP001769.1_prot_5704	VI	0.4229	100	0.0543	0.1386	0.0112	0.3358	0.0373	0.4229	GCA_000024525	CP001769.1	ADB41778.1	complement(7058041..7058343)	isoamylase N-terminal domain-containing protein	Slin_5813	
CP001769.1_prot_5894	I	0.4225	366	0.0148	0.4225	0.1333	0.325	0.0972	0.0072	GCA_000024525	CP001769.1	ADB41968.1	7282176..7283276	hypothetical protein	Slin_6006	
CP001769.1_prot_5952	I	0.8304	453	0.0059	0.8304	0.1016	0.0006	0.0584	0.0031	GCA_000024525	CP001769.1	ADB42026.1	complement(7360938..7362299)	Curlin associated repeat protein	Slin_6064	
CP001769.1_prot_5953	I	0.5715	129	0.0189	0.5715	0.0671	0.0102	0.2864	0.0459	GCA_000024525	CP001769.1	ADB42027.1	complement(7363384..7363773)	curlin-associated protein	Slin_6065	
CP001769.1_prot_5954	I	0.8242	578	0.0231	0.8242	0.0941	0.0009	0.0549	0.0029	GCA_000024525	CP001769.1	ADB42028.1	complement(7363844..7365580)	Curlin associated repeat protein	Slin_6066	
CP001769.1_prot_5981	I	0.4572	47	0.3725	0.4572	0.0106	0.0192	0.138	0.0024	GCA_000024525	CP001769.1	ADB42055.1	7388761..7388904	hypothetical protein	Slin_6093	
CP001769.1_prot_6001	I	0.772	47	0.0432	0.772	0.0164	0.1259	0.0404	0.002	GCA_000024525	CP001769.1	ADB42075.1	complement(7409693..7409836)	hypothetical protein	Slin_6113	
CP001769.1_prot_6005	VI	0.9846	745	0.0003	0.0095	0.0004	0.005	0.0002	0.9846	GCA_000024525	CP001769.1	ADB42079.1	complement(7414028..7416265)	hypothetical protein	Slin_6117	
CP001769.1_prot_6006	VI	0.8745	135	0.0015	0.0244	0.0022	0.0912	0.0062	0.8745	GCA_000024525	CP001769.1	ADB42080.1	complement(7416289..7416696)	Aegerolysin	Slin_6118	
CP001769.1_prot_6007	VI	0.7784	172	0.084	0.1038	0.0056	0.021	0.0073	0.7784	GCA_000024525	CP001769.1	ADB42081.1	complement(7416818..7417336)	Tail Collar domain protein	Slin_6119	
CP001769.1_prot_6086	VI	0.4641	151	0.2038	0.0033	0.0135	0.0078	0.3076	0.4641	GCA_000024525	CP001769.1	ADB42160.1	complement(7514575..7515030)	Protein of unknown function DUF2147	Slin_6201	
CP001769.1_prot_6117	VI	0.4252	348	0.2565	0.0024	0.004	0.0181	0.2939	0.4252	GCA_000024525	CP001769.1	ADB42191.1	complement(7557149..7558195)	hypothetical protein	Slin_6232	
CP001769.1_prot_6120	VI	0.5107	151	0.2184	0.045	0.0065	0.1393	0.0801	0.5107	GCA_000024525	CP001769.1	ADB42194.1	complement(7561797..7562252)	Protein of unknown function DUF2383	Slin_6235	
CP001769.1_prot_6141	VI	0.5457	102	0.0213	0.1649	0.0031	0.1787	0.0863	0.5457	GCA_000024525	CP001769.1	ADB42215.1	complement(7590027..7590335)	hypothetical protein	Slin_6256	
CP001769.1_prot_6242	VI	0.9885	326	0.0037	0.0068	0.0002	0.0	0.0008	0.9885	GCA_000024525	CP001769.1	ADB42316.1	7706891..7707871	hypothetical protein	Slin_6357	
CP001769.1_prot_6321	VI	0.9683	484	0.015	0.0093	0.0012	0.0005	0.0057	0.9683	GCA_000024525	CP001769.1	ADB42395.1	complement(7807593..7809047)	iron-dependent peroxidase-like protein	Slin_6438	
CP001769.1_prot_6327	VI	0.4121	140	0.1954	0.0073	0.0018	0.006	0.3774	0.4121	GCA_000024525	CP001769.1	ADB42401.1	7813960..7814382	Protein of unknown function DUF2147	Slin_6444	
CP001769.1_prot_6366	VI	0.35	175	0.2709	0.0182	0.0013	0.0135	0.3462	0.35	GCA_000024525	CP001769.1	ADB42440.1	complement(7866060..7866587)	hypothetical protein	Slin_6483	
CP001769.1_prot_6414	I	0.3718	364	0.0747	0.3718	0.2074	0.063	0.1161	0.167	GCA_000024525	CP001769.1	ADB42488.1	7927147..7928241	cell surface receptor IPT/TIG domain protein	Slin_6531	
CP001769.1_prot_6478	I	0.4211	190	0.051	0.4211	0.1183	0.0097	0.28	0.12	GCA_000024525	CP001769.1	ADB42552.1	complement(8011546..8012118)	hypothetical protein	Slin_6595	
CP001769.1_prot_6483	I	0.3637	398	0.0458	0.3637	0.1683	0.0242	0.3488	0.0491	GCA_000024525	CP001769.1	ADB42557.1	8017291..8018487	hypothetical protein	Slin_6600	
CP001769.1_prot_6484	I	0.7076	47	0.0469	0.7076	0.0253	0.1993	0.019	0.0018	GCA_000024525	CP001769.1	ADB42558.1	8018537..8018680	hypothetical protein	Slin_6601	
CP001769.1_prot_6515	VI	0.4871	289	0.4109	0.0078	0.0517	0.0314	0.0112	0.4871	GCA_000024525	CP001769.1	ADB42589.1	complement(8063292..8064161)	DNA/RNA non-specific endonuclease	Slin_6632	
CP001196.1_prot_0015	IV	0.5237	51	0.4694	0.0002	0.0	0.0026	0.5237	0.0041	GCA_000021365	CP001196.1	ACI91167.1	11090..11245	hypothetical protein	OCAR_4015	
CP001196.1_prot_0041	IV	0.5827	232	0.4108	0.0004	0.0014	0.0002	0.5827	0.0046	GCA_000021365	CP001196.1	ACI91193.1	complement(40303..41001)	conserved hypothetical protein	OCAR_4041	
CP001196.1_prot_0050	IV	0.3488	168	0.2994	0.0098	0.2442	0.048	0.3488	0.0498	GCA_000021365	CP001196.1	ACI91202.1	50568..51074	conserved hypothetical protein	OCAR_4051	
CP001196.1_prot_0052	IV	0.2908	118	0.1801	0.1727	0.0073	0.079	0.2908	0.2702	GCA_000021365	CP001196.1	ACI91204.1	53775..54131	conserved hypothetical protein	OCAR_4053	
CP001196.1_prot_0084	IV	0.6698	46	0.3056	0.0014	0.0001	0.003	0.6698	0.0202	GCA_000021365	CP001196.1	ACI91235.1	complement(87303..87443)	hypothetical protein	OCAR_4084	
CP001196.1_prot_0147	IV	0.6014	387	0.3396	0.0012	0.0003	0.056	0.6014	0.0015	GCA_000021365	CP001196.1	ACI91299.1	complement(155169..156332)	RNA polymerase sigma factor RpoD	OCAR_4149	
CP001196.1_prot_0190	IV	0.8605	79	0.0532	0.0007	0.0001	0.082	0.8605	0.0035	GCA_000021365	CP001196.1	ACI91342.1	complement(198749..198988)	hypothetical protein	OCAR_4193	
CP001196.1_prot_0213	IV	0.6351	214	0.0453	0.0015	0.0004	0.2019	0.6351	0.1158	GCA_000021365	CP001196.1	ACI91365.1	complement(219117..219761)	conserved hypothetical protein	OCAR_4216	
CP001196.1_prot_0236	IV	0.5791	76	0.0643	0.0003	0.0001	0.356	0.5791	0.0003	GCA_000021365	CP001196.1	ACI91388.1	complement(240538..240768)	hypothetical protein	OCAR_4239	
CP001196.1_prot_0278	I	0.4104	82	0.3608	0.4104	0.0024	0.0455	0.0947	0.0863	GCA_000021365	CP001196.1	ACI91430.1	272133..272381	conserved hypothetical protein	OCAR_4281	
